_id,customer_id,site_id,building_id,asset_id,asset_no,status,category,type,make,model,serial,level,area,service_status,age,last_test_result,is_active,createdAt,updatedAt,__v,acquisition_cost,criticality_level,current_value,capacity_specifications,energy_rating,last_service_date,next_service_due,notes,qr_code,service_contractor,warranty_expiry,device_id,refrigerant,owner,da19_life_expectancy,installation_date,last_test_date,purchase_cost,current_book_value,weight,current_book_value_aud,date_of_installation,purchase_cost_aud,weight_kgs,refrigerant_consumption,refrigerant_capacity,floor_id
68de88fc19db3d885705ac32,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1498,HVA-1498,Inactive,HVAC,HVAC,Honeywell,HON-8322,SN515376,Floor 3,Floor 3,Due Soon,14,Pass,true,2025-10-02T14:15:24.649Z,2025-10-02T14:15:24.649Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac33,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,ELE-1499,ELE-1499,Inactive,Electrical,Electrical,Schneider Electric,SCH-5333,SN340690,Floor 3,Floor 3,Due Soon,2,Pass,true,2025-10-02T14:15:24.649Z,2025-10-02T14:15:24.649Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac34,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1500,HVA-1500,Operational,HVAC,HVAC,Siemens,SIE-4817,SN147516,Floor 3,Floor 3,Overdue,11,Pass,true,2025-10-02T14:15:24.649Z,2025-10-02T14:15:24.649Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac35,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1501,SEC-1501,Maintenance Required,Security,Security,Honeywell,HON-5267,SN692364,Floor 4,Floor 4,Due Soon,2,Fail,true,2025-10-02T14:15:24.649Z,2025-10-02T14:15:24.649Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac36,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1502,HVA-1502,Maintenance Required,HVAC,HVAC,Honeywell,HON-6691,SN495562,Floor 4,Floor 4,Overdue,10,Pass,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac37,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1503,PLU-1503,Inactive,Plumbing,Plumbing,Johnson Controls,JOH-4145,SN845551,Floor 4,Floor 4,Overdue,9,Fail,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac38,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1504,PLU-1504,Maintenance Required,Plumbing,Plumbing,Johnson Controls,JOH-3541,SN792096,Floor 4,Floor 4,Current,1,Fail,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac39,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1505,PLU-1505,Inactive,Plumbing,Plumbing,Schneider Electric,SCH-1144,SN965577,Floor 4,Floor 4,Due Soon,1,Pending,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac3a,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1506,SEC-1506,Operational,Security,Security,Honeywell,HON-6110,SN526518,Floor 5,Floor 5,Current,10,Pass,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac3b,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1507,FIR-1507,Operational,Fire Safety,Fire Safety,Honeywell,HON-3222,SN514780,Floor 5,Floor 5,Current,4,Pass,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac3c,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1508,LIF-1508,Inactive,Lift/Elevator,Lift/Elevator,Johnson Controls,JOH-2308,SN949882,Floor 5,Floor 5,Due Soon,8,Pass,true,2025-10-02T14:15:24.650Z,2025-10-02T14:15:24.650Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac3d,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,ELE-1509,ELE-1509,Operational,Electrical,Electrical,Carrier,CAR-6636,SN196297,Floor 5,Floor 5,Overdue,7,Fail,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac3e,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1510,FIR-1510,Maintenance Required,Fire Safety,Fire Safety,Trane,TRA-6257,SN442903,Floor 5,Floor 5,Overdue,6,Fail,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac3f,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,ELE-1511,ELE-1511,Inactive,Electrical,Electrical,Daikin,DAI-4840,SN795145,Floor 6,Floor 6,Due Soon,2,Fail,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac40,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1512,FIR-1512,Operational,Fire Safety,Fire Safety,Daikin,DAI-6838,SN111050,Floor 6,Floor 6,Current,3,Pending,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac41,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1513,PLU-1513,Operational,Plumbing,Plumbing,Honeywell,HON-3589,SN905707,Floor 6,Floor 6,Due Soon,6,Fail,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac42,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1514,LIF-1514,Operational,Lift/Elevator,Lift/Elevator,Siemens,SIE-6022,SN489347,Floor 6,Floor 6,Overdue,9,Pending,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac43,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1515,FIR-1515,Inactive,Fire Safety,Fire Safety,Johnson Controls,JOH-3876,SN447234,Floor 6,Floor 6,Due Soon,0,Fail,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac44,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1516,HVA-1516,Operational,HVAC,HVAC,Johnson Controls,JOH-1669,SN811741,Floor 7,Floor 7,Due Soon,11,Pending,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac45,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1517,FIR-1517,Inactive,Fire Safety,Fire Safety,Trane,TRA-7582,SN878541,Floor 7,Floor 7,Due Soon,0,Fail,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac46,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1518,SEC-1518,Operational,Security,Security,Johnson Controls,JOH-8547,SN495143,Floor 7,Floor 7,Due Soon,3,Pass,true,2025-10-02T14:15:24.651Z,2025-10-02T14:15:24.651Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac47,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1519,PLU-1519,Maintenance Required,Plumbing,Plumbing,Daikin,DAI-3467,SN178402,Floor 7,Floor 7,Overdue,4,Pass,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac48,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1520,FIR-1520,Operational,Fire Safety,Fire Safety,Trane,TRA-1598,SN839895,Floor 7,Floor 7,Due Soon,10,Pass,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac49,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1521,PLU-1521,Maintenance Required,Plumbing,Plumbing,Honeywell,HON-8026,SN314158,Floor 8,Floor 8,Overdue,9,Pending,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac4a,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1522,LIF-1522,Maintenance Required,Lift/Elevator,Lift/Elevator,Siemens,SIE-2765,SN705855,Floor 8,Floor 8,Current,10,Pass,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac4b,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1523,LIF-1523,Operational,Lift/Elevator,Lift/Elevator,Trane,TRA-7678,SN151158,Floor 8,Floor 8,Overdue,2,Fail,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac4c,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1524,SEC-1524,Operational,Security,Security,Johnson Controls,JOH-7074,SN126181,Floor 8,Floor 8,Due Soon,6,Pass,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac4d,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1525,FIR-1525,Inactive,Fire Safety,Fire Safety,Trane,TRA-8239,SN261769,Floor 8,Floor 8,Due Soon,1,Pending,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac4e,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1526,LIF-1526,Operational,Lift/Elevator,Lift/Elevator,Siemens,SIE-6747,SN799568,Floor 9,Floor 9,Current,7,Pending,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac4f,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,ELE-1527,ELE-1527,Operational,Electrical,Electrical,Siemens,SIE-6252,SN498218,Floor 9,Floor 9,Overdue,6,Fail,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac50,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1528,SEC-1528,Operational,Security,Security,Siemens,SIE-8889,SN891564,Floor 9,Floor 9,Due Soon,9,Pending,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac51,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,ELE-1529,ELE-1529,Maintenance Required,Electrical,Electrical,Siemens,SIE-3881,SN150709,Floor 9,Floor 9,Due Soon,8,Pass,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac52,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1530,HVA-1530,Inactive,HVAC,HVAC,Honeywell,HON-1057,SN780156,Floor 9,Floor 9,Current,12,Fail,true,2025-10-02T14:15:24.652Z,2025-10-02T14:15:24.652Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac53,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1531,HVA-1531,Inactive,HVAC,HVAC,Carrier,CAR-9260,SN521207,Floor 10,Floor 10,Due Soon,2,Pending,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac54,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1532,PLU-1532,Operational,Plumbing,Plumbing,Trane,TRA-4951,SN619997,Floor 10,Floor 10,Overdue,9,Fail,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac55,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1533,SEC-1533,Operational,Security,Security,Johnson Controls,JOH-9943,SN816936,Floor 10,Floor 10,Overdue,10,Fail,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac56,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1534,PLU-1534,Inactive,Plumbing,Plumbing,Honeywell,HON-8783,SN639177,Floor 10,Floor 10,Due Soon,2,Pass,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac57,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1535,HVA-1535,Inactive,HVAC,HVAC,Honeywell,HON-7462,SN494569,Floor 10,Floor 10,Due Soon,1,Pending,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac58,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1536,PLU-1536,Operational,Plumbing,Plumbing,Daikin,DAI-7996,SN650302,Floor 11,Floor 11,Due Soon,5,Pending,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac59,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1537,SEC-1537,Inactive,Security,Security,Carrier,CAR-4799,SN671364,Floor 11,Floor 11,Due Soon,7,Fail,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac5a,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1538,SEC-1538,Inactive,Security,Security,Schneider Electric,SCH-4857,SN251845,Floor 11,Floor 11,Current,2,Pass,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac5b,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1539,FIR-1539,Maintenance Required,Fire Safety,Fire Safety,Schneider Electric,SCH-9115,SN337982,Floor 11,Floor 11,Current,4,Pass,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac5c,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1540,LIF-1540,Inactive,Lift/Elevator,Lift/Elevator,Schneider Electric,SCH-5801,SN576536,Floor 11,Floor 11,Due Soon,11,Pending,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac5d,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1541,HVA-1541,Inactive,HVAC,HVAC,Carrier,CAR-7665,SN869513,Floor 12,Floor 12,Overdue,13,Pass,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac5e,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,HVA-1542,HVA-1542,Maintenance Required,HVAC,HVAC,Trane,TRA-6403,SN877671,Floor 12,Floor 12,Due Soon,13,Pending,true,2025-10-02T14:15:24.653Z,2025-10-02T14:15:24.653Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac5f,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1543,PLU-1543,Operational,Plumbing,Plumbing,Schneider Electric,SCH-8594,SN495724,Floor 12,Floor 12,Due Soon,1,Pending,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac60,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1544,PLU-1544,Maintenance Required,Plumbing,Plumbing,Schneider Electric,SCH-8911,SN797504,Floor 12,Floor 12,Current,9,Pending,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac61,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1545,SEC-1545,Operational,Security,Security,Carrier,CAR-2163,SN894601,Floor 12,Floor 12,Due Soon,3,Pass,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac62,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1546,SEC-1546,Inactive,Security,Security,Carrier,CAR-7761,SN236155,Floor 13,Floor 13,Current,12,Fail,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac63,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,PLU-1547,PLU-1547,Inactive,Plumbing,Plumbing,Honeywell,HON-1412,SN204373,Floor 13,Floor 13,Current,4,Pending,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Fair,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac64,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1548,FIR-1548,Maintenance Required,Fire Safety,Fire Safety,Schneider Electric,SCH-7427,SN850783,Floor 13,Floor 13,Overdue,9,Pending,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac65,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,LIF-1549,LIF-1549,Operational,Lift/Elevator,Lift/Elevator,Honeywell,HON-9564,SN175416,Floor 13,Floor 13,Overdue,2,Fail,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac66,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,SEC-1550,SEC-1550,Inactive,Security,Security,Trane,TRA-8005,SN742445,Floor 13,Floor 13,Current,10,Fail,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Good,,,,,,,,,,,,,,,,,,,,,,,,,
68de88fc19db3d885705ac67,68d673e9871decbf7c4fdfa3,68da5f9d41224f28de531b9f,68db8aad7b1a05816224c53e,FIR-1551,FIR-1551,Maintenance Required,Fire Safety,Fire Safety,Honeywell,HON-7259,SN238463,Floor 14,Floor 14,Due Soon,13,Pass,true,2025-10-02T14:15:24.654Z,2025-10-02T14:15:24.654Z,0,,Poor,,,,,,,,,,,,,,,,,,,,,,,,,
